,Name,Epoch,a,e,i,omega,Omega,M,H,G
10995,Armandspitz,58600,3.2112027,0.11446542,5.38521,248.81507,102.55012,347.5018661000001,12.8,0.15
10996,Gahm,58600,2.6202489,0.20554633,5.86624,283.6633,321.22517,283.79783619999995,13.5,0.15
10998,Braga-Ribas,58600,2.63126,0.34169787,9.55747,89.86865999999998,243.55872,216.6600871,14.1,0.15
11000,Andrewulff,58600,2.2272936,0.21130602,6.06163,71.24526,160.80149,18.8647257,14.4,0.15
11001,Richardlis,58600,3.0166701,0.05940523,11.54978,8.47686,119.23895,19.2541844,12.7,0.15
11002,Andronov,58600,2.5713939,0.26530014,3.71799,314.76228,42.11962,227.51615640000003,13.8,0.15
11003,Stenmark,58600,3.2161088,0.16146978,16.775879999999994,347.39785,351.73817,107.6543694,11.8,0.15
11004,Waldtrudering,58600,2.656946,0.19615466,8.44615,100.54018,303.30766,290.9395142,13.4,0.15
11005,Gilson,58600,2.1759343,0.14621584,1.558,102.04889,238.70179,27.0312453,13.9,0.15
11006,Granahan,58600,2.2350949,0.13697794,3.19631,41.57179,349.46296,191.984752,14.1,0.15
11007,Ernst,58600,2.5968298,0.10642089999999997,13.30183,210.73251,199.73543,152.6814651,13.5,0.15
11008,Sigridclose,58600,2.6984253,0.16755867,12.8547,312.1128,336.4205100000001,127.4264496,13.7,0.15
11009,Artemieva,58600,2.3015534,0.04266693,6.61048,20.87166,180.15464,307.5986993,14.5,0.15
11010,KIAM,58600,2.3980058,0.20535469,3.0057,216.51637,141.77971000000005,59.149154,14.4,0.15
11011,Henning,58600,2.5916929,0.12538247,3.70031,152.37617,108.69784,285.9282215,14.5,0.15
11012,Kullander,58600,2.3101563,0.18544053,3.67159,174.54922,146.87798999999995,166.8049018,14.5,0.15
11013,Svatopluk,58600,2.6505519,0.12509852,7.01665,135.37251,244.10262000000003,153.50650119999997,12.8,0.15
11014,Romanenko,58600,2.6563973,0.28386138,6.80825,154.63486,176.75943999999996,174.6259292,13.8,0.15
11015,Borisov,58600,2.305939,0.11748576,6.43424,236.04275,184.07223,110.2986529,14.2,0.15
11016,Billputnam,58600,2.7633905,0.15634588,15.18376,259.20807,115.12448,42.2828406,12.3,0.15
11018,Hansrott,58600,2.3862578,0.15739499,2.45086,219.18726,16.13891,161.3321517,14.0,0.15
11019,Orwell,58600,3.1003313,0.14942676,3.01295,136.98066,153.84917,156.3623371,12.6,0.15
11020,Fodera,58600,3.1631595,0.15467006,19.22972,288.83531,147.81139,10.4782063,12.1,0.15
11021,Serio,58600,2.6100069,0.15038977,15.58191,230.71474,11.37577,265.451805,12.8,0.15
11026,Astaf'ev,58600,2.1645888,0.09281597,1.1669,31.86532,317.13224,97.5373067,14.6,0.15
11032,Mazanek,58600,2.5212897,0.14841177,12.93636,250.99758,97.85098,233.27012180000003,14.3,0.15
11036,Distler,58600,2.8830637,0.03447274,2.95638,322.88222,130.27309,106.4636493,14.0,0.15
11038,Raynal,58600,2.8875668,0.06584509,1.77712,6.64704,339.28513,271.0993148,13.6,0.15
11039,Wundt,58600,2.2438947,0.19616281,0.91642,263.25559,60.13776,309.9566712,15.5,0.15
11040,Fechner,58600,2.380743,0.10277981,6.7887,226.61591,165.39261000000005,3.6228137,15.1,0.15
11041,Ernstweber,58600,2.3446116,0.06623046,7.53405,350.99211,101.3272,30.9145751,14.9,0.15
11042,Pepping,58600,2.381284,0.20689591,5.18173,326.03858,112.89414,5.074218900000001,14.1,0.15
11049,Messiaen,58600,2.9742705,0.09438776,9.09317,163.38098,211.05841,220.7284719,13.7,0.15
11050,Racine,58600,3.0311282,0.06485524,9.42946,166.70578,199.44768,186.7209069,13.3,0.15
11054,Honduras,58600,2.4178494,0.22899319,11.3735,79.80328,199.50309,107.1507405,13.5,0.15
11055,Volland,58600,2.4521361,0.16012794,7.357260000000001,269.98988,90.19554,3.3699541,14.0,0.15
11058,Nulliusinverba,58600,2.5719459,0.19937456,14.38962,137.06461000000002,173.54546000000005,267.7433376,13.9,0.15
11060,Lagerlof,58600,2.7795051,0.08083657,2.09964,328.08557,30.75182,344.9824776,13.9,0.15
11062,Poynting,58600,2.6601413,0.25120394,8.60699,204.92365,101.78829,196.9643268,13.0,0.15
11063,Dogen,58600,2.7491784,0.32842637,35.97703,315.06067,78.99149,28.67427,12.8,0.15
11065,Sigurd,58600,1.3915794,0.37527413,36.87787,22.00373,349.23574,314.3292979,15.2,0.15
11066,Greenancy,58600,2.9734396,0.08807379,2.45379,231.34832000000003,158.65307,231.0806929,13.2,0.15
11068,Bellqvist,58600,3.0334258,0.07710849,9.74787,199.62629,138.25925,225.4313936,13.0,0.15
11071,Hiraoka,58600,2.3872605,0.11378221,12.06765,66.64817,183.15624,85.55868520000001,13.4,0.15
11072,Cavell,58600,2.4005965,0.1722898,1.65405,272.79196,332.26807,136.65134809999998,14.4,0.15
11073,Kuniwake,58600,2.5193924,0.2091483,5.1034,209.59757,144.88688,243.7698029,14.1,0.15
11074,Donhoff,58600,2.4134015,0.18884818,4.03829,276.26391,83.98558,46.1688199,14.8,0.15
11078,Mitsunori,58600,2.6252964,0.20085774,13.92455,287.07227,116.73026000000002,118.1494502,12.8,0.15
11080,Persave,58600,2.8721391,0.04349157,1.96795,189.96165,170.13825,322.8780301000001,13.5,0.15
11081,Spilliaert,58600,3.2279778,0.06019173,12.58897,160.04471999999996,68.40867,186.5061002,12.6,0.15
11082,Caracas,58600,2.3535069,0.10468652,4.72501,65.97176,354.30409,344.4358514,14.6,0.15
11083,Gio,58600,2.3232459,0.12454054,3.75458,331.37484,168.41548,311.3628925,15.3,0.15
11084,Isala,58600,2.4012137,0.15445691,1.41239,259.51972,259.3285,172.59460880000003,14.1,0.15
11085,Nagatayuji,58600,2.258799,0.16100987,5.4721199999999985,350.5121200000001,40.16158,181.2416387,13.6,0.15
11086,Yamasakimakoto,58600,2.2177215,0.19229748,3.4522,327.54212,28.67749,285.7014567,14.2,0.15
11089,Popelin,58600,2.5509697,0.13062933,7.651219999999999,292.84654,125.67335,147.4064324,13.7,0.15
11090,Thelonious,58600,2.4903644,0.1518704,1.16155,242.15194,148.75756,249.758303,14.1,0.15
11091,Iwakisan,58600,2.7352891,0.04434032,1.41087,108.09475,118.41092,148.4818434,14.4,0.15
11093,Cuba,58600,3.0666716,0.19779397,2.17517,33.22364,260.90099,235.9742228,13.4,0.15
11094,Havana,58600,3.1849911,0.12470064,1.94043,157.86101000000005,25.54866,279.8296805,13.4,0.15
11097,Ginsberg,58600,2.7142339,0.03639231,3.89554,343.66123,57.50215,284.7398191000001,13.5,0.15
11098,Sonodamasaki,58600,2.3775776,0.22181225,9.98242,248.62919,54.08668,136.9170128,13.7,0.15
11099,Lai,58600,2.4281835,0.17103611,10.17702,26.05651,193.31297,126.3822884,14.7,0.15
11100,Ceskafilharmonie,58600,2.6218788,0.08982099,13.51151,10.06854,188.62577,0.8103602,13.7,0.15
11101,Bertorighini,58600,2.5850353,0.11697324,2.73044,167.06675,203.06616,208.8750341,14.3,0.15
11102,Miekerouppe,58600,2.8903343,0.08013712,1.90493,163.3462,184.20778,312.5653705000001,13.0,0.15
11103,Airion,58600,2.943621,0.11096457,11.50215,108.34431,241.71677000000003,277.0194912,12.9,0.15
11104,Puchnarova,58600,2.7108714,0.26534664,4.68346,97.76852,273.55732,105.94693390000002,14.3,0.15
11106,Hakkoda,58600,2.9996257,0.11327241,9.64906,134.89887,230.14447,228.91431290000003,12.8,0.15
11107,Hachimantai,58600,3.0150852,0.11878688,9.4715,108.6328,239.12352,220.1856949,13.3,0.15
11108,Iwatesan,58600,2.8749472,0.06173104,1.10263,4.38272,316.39144,10.8605401,13.6,0.15
11110,Repunit,58600,2.9457714,0.09810625,3.39065,231.96351,107.53082,301.3640823,13.5,0.15
11111,Cagnoli,58600,2.9417497,0.22515583,15.22656,170.2848,228.44461,231.3976495,13.9,0.15
11114,Kariya,58600,3.095667,0.1487106,6.05943,27.16147,39.18608,103.8948489,14.0,0.15
11117,Modra,58600,2.3134658,0.08261613,3.03227,204.88518,7.45785,307.1431924,14.3,0.15
11118,Taro,58600,2.4419029,0.09542646,4.13075,137.8006,205.45965,334.8570167,13.5,0.15
11119,Pancaldi,58600,2.2928783,0.0844369,3.1065,322.72089,238.2571,301.897254,14.5,0.15
11120,Malpighi,58600,2.2050504,0.14909379,3.44436,131.6006,178.90663999999995,356.7623607,15.3,0.15
11121,Eliscolombini,58600,2.4097266,0.14676679,1.55732,241.32925,313.51273,185.8701943,14.3,0.15
11122,Aliciaclaire,58600,2.6716854,0.11929262,1.65392,193.83176,1.97671,219.9679501,13.9,0.15
11123,Mikulasek,58600,2.277071,0.19622694,4.33365,188.96769,135.94073999999998,238.098511,14.5,0.15
11125,Dolecek,58600,2.6981643,0.14287427,9.86165,268.77115,84.78705,118.6846946,14.1,0.15
11126,Hagi,58600,2.2288188,0.15985522,5.66143,307.04876,85.4492,269.7488171,14.1,0.15
11127,Ostravia,58600,2.4161452,0.16822372,2.9797,198.11337,51.66706,120.933891,14.3,0.15
11128,Hayachine,58600,2.5624048,0.05615635,14.022,1.97571,235.5109,1.8349142,13.0,0.15
11131,Horne,58600,3.1432906,0.11243309,4.20375,296.96959,236.8658,265.1135956,12.7,0.15
11132,Kumotori,58600,2.7769362,0.05573808,10.68856,158.61932,83.09329,139.04500119999997,13.6,0.15
11133,Ceske,Budejovice,58600,2.9135087000000004,0.02544886,1.88337,128.93262,179.89834,288.3882325,14.2
11134,Ryokami,58600,2.9128559,0.10675935,1.66911,120.89501,127.96227,33.983314,13.7,0.15
11135,Shirleymarinus,58600,2.3730125,0.15112188,7.53101,266.89685,87.94666,99.68696,14.0,0.15
11136,Yarigatake,58600,2.9799776,0.23298991,3.85961,161.09357,178.68983,211.0908162,13.3,0.15
11137,Hotakadake,58600,2.5765105,0.1669993,7.9265,67.35131,279.88658,245.6810817,14.1,0.15
11139,Yakedake,58600,3.0568241,0.14976191,12.02288,253.15235,114.02204,157.89182780000004,12.7,0.15
11140,Jindrawalter,58600,2.5959047,0.3285158,13.04958,210.72778,113.6393,236.741317,14.1,0.15
11141,Facchini,58600,2.9901807,0.06131213,10.74934,196.5619,94.9766,299.5903024,13.7,0.15
11143,Radiocommunicata,58600,2.9263403,0.06770905,3.25759,268.58335,136.65156000000002,238.6480924,14.2,0.15
11144,Emanuelli,58600,2.2051045,0.14097715,5.11856,350.2932600000001,277.04865,281.7736164,13.8,0.15
11145,Kirigamine,58600,2.8380922,0.01767574,3.19651,170.82205,82.26531999999997,357.9747522,12.9,0.15
11146,Delmas,58600,3.1213383,0.14314538,7.40361,261.51058,101.26384,8.3091448,12.8,0.15
11147,Einhardress,58600,2.446969,0.11674533,3.87936,81.115,97.42923,159.6960823,14.3,0.15
11148,Tateshina,58600,2.4419003,0.05768909,5.05008,211.4027,258.87616,187.613508,14.1,0.15
11149,Bragg,58600,2.4487509,0.14655209,2.94072,53.73127,62.09075,152.0912356,14.4,0.15
11150,Oodaigahara,58600,2.6024573,0.12039595,12.16647,165.05233,270.06624,51.6450162,12.4,0.15
11151,Oomine,58600,2.1893513,0.23912592,3.5836300000000003,61.17008000000001,323.21498,266.0443082,14.4,0.15
11153,Kobushi,58600,2.3166645,0.10880269,5.14554,319.24302,329.4912,200.4067123,13.6,0.15
11154,Kinpu,58600,2.2892765,0.1145342,5.43061,266.80828,258.48400000000004,14.431054,13.6,0.15
11155,Al-Khwarismi,58600,2.8959327,0.07651365,1.13418,46.22353,330.58631,216.6842651,13.9,0.15
11157,Cirou,58600,2.1947411,0.05980561,2.87138,43.57715,2.63004,303.5164624,14.2,0.15
11158,Mizugaki,58600,2.3344164,0.22938512,5.4565800000000015,287.372,68.98723000000001,87.8439479,14.9,0.15
11160,Daibosatsu,58600,2.3415457,0.0120067,3.03369,77.73906,78.42815,315.2465516000001,14.2,0.15
11162,Milesovka,58600,3.0419413,0.14859335,10.67692,228.00922000000003,162.71554,101.7387068,12.8,0.15
11165,Anatolefrance,58600,2.3556237,0.16938595,6.37167,200.39787,148.61235,125.0488371,13.6,0.15
11166,Kunzak,58600,2.2989103,0.13270914,5.000380000000002,272.81406,148.8138,151.834724,14.8,0.15
11168,Alkon,58600,2.4563276,0.1906509,3.7766,138.30694,189.5363,34.0301408,14.6,0.15
11172,Jayanderson,58600,2.4464534,0.14368897,2.48118,281.8113,74.73371,17.4687653,14.8,0.15
11173,Carandrews,58600,2.2113684,0.09389291,3.06251,178.85828999999995,86.90788,83.3884696,14.7,0.15
11175,Batth,58600,3.0045773,0.07706178,0.81733,118.38788999999998,114.81253999999998,340.2094284,14.3,0.15
11183,Postma,58600,3.0279722,0.16126773,12.69484,204.97064,166.91687,218.8615661,12.7,0.15
11186,Richoliver,58600,2.5912438,0.13190952,3.8605,151.30552,130.93896999999998,333.3104985,14.1,0.15
11188,Rabeaton,58600,2.3007061,0.13544365,7.376760000000001,5.6112,9.75619,302.7608142,14.2,0.15
11189,Jennibell,58600,2.2918424,0.15774681,5.6330300000000015,307.89448,36.34384,345.1971521000001,14.9,0.15
11190,Paskvic,58600,2.8902574,0.07574423,2.15439,221.90953,38.52732,271.58496560000003,12.8,0.15
11192,Merida,58600,3.1936006,0.15494467,2.42578,348.28696,115.37876,208.1307941,12.8,0.15
11193,Mirna,58600,2.2650495,0.07276604,4.3187,324.42827,240.52264,289.3020769,13.9,0.15
11194,Woomera,58600,2.3237271,0.11426114,3.05716,202.77191,292.00616,274.8874765,14.2,0.15
11195,Michanikos,58600,2.7499604,0.0725597,4.58893,147.93999,231.61544,277.2158669,13.0,0.15
11196,Beranek,58600,2.4511646,0.1555433,3.09548,173.70977,101.75992,333.0651728,14.4,0.15
11200,Talich,58600,2.8431125,0.0631564,0.92483,116.88942,286.40769,210.5021124,14.3,0.15
11201,Teddunham,58600,2.7376607,0.11134914,2.78905,53.84951,328.38797,307.4187959,12.7,0.15
11202,Danielbetten,58600,2.3055978,0.13475227,4.26425,222.71965,75.23133,172.7582886,14.4,0.15
11205,Bibee,58600,2.6392181,0.15785521,7.45445,75.07174,59.4356,288.9217144,14.2,0.15
11206,Black,58600,2.3660199,0.06730503,6.7983600000000015,340.51191,197.55397,186.7053984,14.5,0.15
11211,Tebbutt,58600,2.2794109,0.13376847,3.12665,132.05116,79.50591999999997,298.796892,14.8,0.15
11215,Billhubbard,58600,2.2552881,0.15979706,2.07373,272.83339,131.60166,120.46499740000002,14.6,0.15
11218,Benbohn,58600,2.361264,0.14631753,0.62912,190.00117,17.54221,189.9981779,14.6,0.15
11224,Borden,58600,2.3659605,0.10972889,4.24314,208.43075,175.14055,25.0005959,14.5,0.15
11226,Ksenborisova,58600,2.2699428,0.02555399,3.60756,196.27017,296.7295200000001,36.32002420000001,13.9,0.15
11227,Botnick,58600,2.2824511,0.14576697,3.64388,297.89281,124.50654,90.9726193,14.9,0.15
11228,Brookebowers,58600,2.239405,0.15292181,3.62839,260.24853,95.04283,239.3415303,14.4,0.15
11237,Johanmaurits,58600,2.2237745,0.06597036,3.87737,243.68049,349.8708,12.2595044,14.8,0.15
11238,Marcgraf,58600,2.5356107,0.17889274,4.37284,232.58806,215.91637000000003,113.4489538,13.8,0.15
11239,Piso,58600,2.2369647,0.10922892,4.35595,282.44089,200.46998,76.61684709999999,15.2,0.15
11240,Eckhout,58600,2.9207557,0.05746799,3.31195,207.52388,102.77341,314.3914871,13.6,0.15
11241,Franspost,58600,2.2781005,0.05835635,6.44522,75.16530999999998,161.2293,304.1948715,15.5,0.15
11242,de,Graauw,58600,2.7815898,0.1168716,3.69029,248.18493,163.0213,252.4499752,13.5
11243,Andrekuipers,58600,2.4266387,0.17252093,3.64656,323.96677,95.8686,338.9704458,14.4,0.15
11244,Hansderijk,58600,2.43185,0.12149749,2.96342,82.85344,151.03765,122.7594703,14.9,0.15
11245,Orvillewright,58600,2.4529436,0.18583985,3.56877,230.07771,143.20956,298.18426580000005,14.6,0.15
11246,Wilburwright,58600,3.2208191,0.16938468,5.03725,195.13391,150.85098,74.398926,13.4,0.15
11247,Bleriot,58600,2.1831728,0.07199798,4.02211,251.51907000000003,132.5551,312.2561832,14.7,0.15
11248,Etna,58600,3.9582263,0.19489767,14.42937,298.08068,4.01121,293.2123908000001,12.1,0.15
11250,Icarion,58600,5.1624788,0.0023401,4.20303,140.06454,101.99699,86.9712345,12.0,0.15
11251,Laertes,58600,5.1409453,0.0305721,5.85751,325.52199,78.31777,272.7144818,10.6,0.15
11252,Mesyats,58600,2.2282986,0.20165041,5.02825,349.4466,26.28785,291.5816209,14.7,0.15
11253,Konkohekisui,58600,2.4581716,0.18165348,5.59804,314.06657,140.77795,21.6370681,14.3,0.15
11254,Fujiiekio,58600,3.1021206,0.1484144,2.5510200000000003,29.59328,94.46271,270.68103019999995,13.4,0.15
11255,Fuglesang,58600,2.3979661,0.1780751,1.2233,347.0493,269.06254,45.5508075,15.3,0.15
11256,Rodionta,58600,2.3140764,0.15329824,4.30606,246.6011,159.96886999999995,167.44891069999997,14.6,0.15
11257,Aoyama,58600,3.111483,0.13319575,5.64017,168.45785,244.10541,135.36480869999997,13.6,0.15
11258,Yingtungchen,58600,2.6055496,0.00964885,1.38851,210.73007,306.5498100000001,130.9139532,14.7,0.15
11259,Camargo,58600,2.3407582,0.08123337,1.28321,341.301,34.40456,147.3309571,14.6,0.15
11260,Krisbecker,58600,2.8591865,0.11957031,2.48611,229.66097,139.27088999999998,162.6330994,13.3,0.15
11261,Drube,58600,2.2756476,0.14961158,2.9719900000000004,182.85226,222.44732,118.0287216,15.1,0.15
11262,Pesonen,58600,2.899023,0.38053426,25.20348,341.80775,297.67503,23.7562169,13.8,0.15
11263,Claudiomaccone,58600,2.5810564,0.23212931,3.51787,58.21965,11.08312,163.9416592,14.2,0.15
11264,Hasselmann,58600,2.3657358,0.1305655,1.28453,33.87462,117.19911,186.0502508,15.7,0.15
11265,Macke,58600,3.2357733,0.24422805,1.86307,121.52245,5.55135,222.4817222,13.8,0.15
11266,Donaldkessler,58600,2.7844896,0.07595943,3.91869,355.3545200000001,341.87977,70.65923459999998,13.9,0.15
11267,Spassky,58600,2.4153265,0.20140333,4.11948,225.11501,205.14181,312.7405973000001,13.8,0.15
11268,Knyr,58600,2.188821,0.19027331,4.3113,221.47445,120.5324,278.162198,14.2,0.15
11273,Castillo-Rogez,58600,3.9685771,0.21079352,2.29966,52.805,10.69016,251.8687771,13.8,0.15
11276,Ballard,58600,2.403143,0.23869046,22.78754,43.61935,254.59017000000003,128.1169162,13.1,0.15
11277,Telesio,58600,2.2541449,0.15541859,4.95435,340.96868,41.78827,261.2288044,14.9,0.15
11279,Sakurai,58600,2.2721198,0.22308947,4.92402,180.46488,197.70892,227.55085040000003,14.7,0.15
11281,Hanakusa,58600,2.4157981,0.21334911,3.5687900000000004,281.0891,62.55885,346.632675,14.0,0.15
11283,Belenus,58600,1.7399636,0.33753799,1.99291,171.00882,311.75589,265.7788496,18.2,0.15
11287,Okunohosomichi,58600,3.0023417,0.11152512,10.76644,261.60685,131.90023,230.00809680000003,12.6,0.15
11288,Frescobaldi,58600,3.0936088,0.15597423,2.83862,349.63326,96.92261,264.51114640000003,13.5,0.15
11291,Bunjisuzuki,58600,2.993421,0.07928198,12.80314,52.82768000000001,155.33183,253.8448188,13.4,0.15
11293,Kazu,58600,2.2944082,0.15317018,6.32011,303.46247,138.71953,343.1159465,14.4,0.15
11294,Gustaflarsson,58600,3.2053566,0.18755713,1.66672,260.7017,46.93509,128.9444225,12.9,0.15
11295,Denzen,58600,2.4872378,0.08750339,5.1159,176.62072,206.1806,162.84047869999995,13.4,0.15
11297,Gide,58600,2.8869659,0.04908627,3.2265,356.29049,75.86017,79.8094416,13.9,0.15
11298,Annafreud,58600,2.7352044,0.04909615,4.40606,239.62066,29.46832,34.2898903,13.8,0.15
11301,Rubicon,58600,2.8008292,0.063301,1.83743,186.88329,96.25951,71.65486920000002,13.4,0.15
11303,Cowra,58600,1.9292249,0.04662022,23.56527,74.97466,141.48963999999995,212.7539568,14.1,0.15
11304,Ahlqvist,58600,2.3147099,0.08537195,3.36173,302.24851,61.38296,324.83804,14.2,0.15
11305,Akesson,58600,3.0661739,0.14242584,5.87441,159.63189,113.68817,237.4983365,13.6,0.15
11306,Erikolsson,58600,2.462362,0.10466106,4.69186,29.77051,19.35911,40.2932866,13.3,0.15
11307,Tofta,58600,2.8482162,0.00492818,1.20768,126.73059,234.62535,343.9491085,14.5,0.15
11308,Malus,58600,2.9606656,0.10991224,6.97337,244.71809,157.18537,319.901532,13.0,0.15
11310,Peleus,58600,2.1165516,0.53575278,25.4903,313.40706,59.356,106.5103457,15.9,0.15
11312,Kugelgen,58600,2.4243592,0.04238868,1.15798,332.56391,100.58837,333.9764189,14.2,0.15
11313,Charcot,58600,3.0033075,0.18469703,11.44078,302.23044,132.70081000000002,162.13630600000005,12.6,0.15
11314,Salpetriere,58600,2.3563701,0.09861622,1.64645,116.21954,239.8531,258.7275832,14.6,0.15
11315,Fuchitatsuo,58600,2.3884169,0.22644833,3.22001,301.49205,78.61405,238.8972374,14.3,0.15
11316,Hitoshi,58600,3.1570799,0.18786805,0.78788,324.68449,351.10539,177.663687,13.6,0.15
11320,Tosimatumoto,58600,3.0195583,0.08302826,9.54319,305.2209,350.11912,104.7345189,12.8,0.15
11321,Aquamarine,58600,2.7242904,0.1890682,10.04256,191.55114,162.09511,71.23173299999998,14.2,0.15
11322,Nasu,58600,2.5935497,0.17452339,15.65465,329.61819,338.46975,257.504787,13.4,0.15
11323,Hayamizu,58600,2.556744,0.15074309,5.6473,231.56283,134.09615,263.847119,14.2,0.15
11324,Slavicky,58600,2.5414844,0.13456986,1.3552,167.40039,236.09212,264.0815751,15.4,0.15
11325,Ladislavschmied,58600,2.4547935,0.12769962,5.70251,88.08155,313.24075,17.093528699999997,14.3,0.15
11327,Mariotozzi,58600,2.7551371,0.06962865,4.64865,331.3351600000001,356.77798,100.7344316,13.5,0.15
11331,Jameswatt,58600,2.623474,0.11817408,2.87377,267.84652,197.74501,245.3475769,14.1,0.15
11332,Forman,58600,2.4324634,0.20257217,4.97044,192.56051,174.81859,255.7575168,14.5,0.15
11333,Rio,de,Janeiro,58600.0,2.5809148,0.15863537,15.572829999999998,279.27043,44.58146,113.95431
11334,Santiago,58600,2.3633529,0.16091763,6.30656,65.11345,69.47537,187.7493422,14.9,0.15
11335,Piranesi,58600,2.5379002,0.08967503,2.54684,168.51683,136.53937,233.95772140000003,14.6,0.15
11336,Sandro,58600,2.2833794,0.15095907,3.3487,297.56605,356.4249700000001,228.0961903,15.3,0.15
11337,Schiele,58600,2.3124833,0.1858216,4.87474,215.76884,89.12496,224.9659241,14.8,0.15
11338,Orlik,58600,2.4434492,0.0678078,5.0477300000000005,73.41774000000002,88.53889000000002,214.7726563,14.3,0.15
11340,Babbage,58600,2.3818367,0.05689195,7.358060000000001,50.45265,75.06397,334.1319223000001,13.5,0.15
11347,Allegra,58600,2.8563968,0.05932144,1.04189,107.65862,325.00612,277.6141984,13.6,0.15
11348,Witten,58600,2.3824473,0.12744843,5.46085,94.61488,202.44436,298.1788222,15.0,0.15
11349,Teresa,58600,2.928668,0.10751783,2.4928,237.67896,164.32831000000004,70.07661740000002,13.4,0.15
11350,Leucus,58600,5.2892447,0.06377317,11.55528,160.47638999999995,251.07402,290.9189146,10.7,0.15
11351,Koldewey,58600,3.1722201,0.17176998,2.33065,235.68405,114.26447,42.3208398,12.9,0.15
11352,Guillaume,58600,2.9424563,0.10570396,1.08755,95.79033,235.72506,152.1312933,13.4,0.15
11355,Chuckjones,58600,3.0319673,0.11612971,12.38395,333.61013,69.22163,13.706602800000002,13.0,0.15
11358,Piteglio,58600,2.5330238,0.19516034,12.26902,280.91751,307.38748,24.952126100000005,14.2,0.15
11359,Formigine,58600,2.4078853,0.1300933,2.82162,176.38263,15.8485,208.5472439,15.1,0.15
11360,Orbinskij,58600,2.4440629,0.18695933,6.09042,190.49471,39.24303,130.7013327,13.9,0.15
11362,Vives,58600,2.1648278,0.15559684,5.31568,320.57563,43.99622,28.4895785,14.1,0.15
11363,Karlstejn,58600,2.6000131,0.154712,4.10665,192.63014,105.21769,294.1498236,14.5,0.15
11364,NASA,58600,2.1834964,0.14207175,2.86148,178.18317,231.50279,334.9679157,13.9,0.15
11368,Brazelton,58600,2.3180117,0.11438692,3.39017,234.74894,227.07612000000003,192.7752068,14.8,0.15
11369,Nabrown,58600,2.6345718,0.10418605,0.43582,291.18935,64.32193000000001,285.5043934,14.9,0.15
11370,Camley,58600,2.2756548,0.12231248,2.0711,333.9588,279.46271,78.307816,15.2,0.15
11372,Carbonaro,58600,2.202227,0.12783266,2.04862,297.98494,32.23018,124.32133600000002,15.2,0.15
11373,Briantaylor,58600,2.3416211,0.13757119,6.891660000000001,106.59316,196.14485,294.56625039999994,14.4,0.15
11375,Taizomuta,58600,2.4297219,0.13517969,1.08324,35.91159000000001,183.40365,269.1867343,14.7,0.15
11376,Nye,58600,3.236223,0.1194109,2.55513,16.68929,95.43866,106.479254,13.3,0.15
11377,Dauria,58600,2.3948673,0.13318251,3.44126,254.14738,143.35419,172.9111008,14.5,0.15
11378,Flaubert,58600,2.6421023,0.2200661,4.2743699999999984,221.17265,82.77083,337.01600089999994,14.2,0.15
11383,Sartre,58600,2.399813,0.18557935,2.68514,184.228,174.2387,204.7250892,15.7,0.15
11384,Beauvoir,58600,3.0278965,0.07311233,2.77031,147.47425,112.75836,85.4727057,13.2,0.15
11391,Paulpeeters,58600,2.7219056,0.01901872,6.25347,343.30861,114.51029,226.86392090000004,14.0,0.15
11399,Rasa,58600,2.1573487,0.08297493,0.23078,91.40853,281.3827,256.4768976,15.2,0.15
11400,Pierralba,58600,2.2513557,0.19922751,4.9734300000000005,316.28901,356.01967,223.6382333,13.8,0.15
11403,Wittig,58600,3.1602605,0.14153127,1.4501700000000002,42.90044,16.42833,288.7368101,13.6,0.15
11405,Ucciocontin,58600,2.7708216,0.06351065,3.75954,43.47212,146.32791,115.2768673,13.7,0.15
11407,Zahradnik,58600,3.1733839,0.13394042,0.78272,17.65381,226.51492,156.30164069999995,13.2,0.15
11408,Horkheimer,58600,3.1887972,0.11599918,2.29829,75.03724,115.91805,179.04761509999997,12.8,0.15
11412,Catanach,58600,2.314793,0.14658939,3.74071,2.0445,31.87789,67.6174647,14.4,0.15
11413,Allanchu,58600,2.352975,0.12021402,0.90921,237.22772,53.18072,136.72174109999997,15.3,0.15
11416,Chughtai,58600,2.7591796,0.1009542,5.06536,242.20171,66.74024,61.3115331,15.1,0.15
11418,Donjohnson,58600,3.0198515,0.08309429,11.32612,11.41055,63.21104,82.0409827,12.8,0.15
11420,Cardano,58600,3.1675189,0.15586071,3.18945,357.27675,125.31961,351.1598381,12.8,0.15
11421,Alilienthal,58600,2.547797,0.12170348,3.18305,63.04831,236.15092,276.1243611,14.1,0.15
11422,Cronin,58600,2.5217583,0.11806124,4.58954,124.60915,251.42493,244.8711133,13.8,0.15
11424,Wearydunlop,58600,2.3697355,0.22838312,3.24243,346.50787,30.48745,88.0911715,15.4,0.15
11425,Molster,58600,3.1532807,0.28250129,15.14374,212.801,185.75226,138.8872243,13.4,0.15
11426,Willemkolff,58600,3.1628767,0.09552388,5.471019999999998,130.96275,178.69489,187.7417748,13.0,0.15
11427,Alcinoos,58600,5.3269899,0.01309144,17.3044,56.48158000000001,3.32275,264.7052549,11.1,0.15
11428,Demodokus,58600,5.2491098,0.02871575,17.082710000000002,88.31048,6.26421,206.8033521,10.4,0.15
11429,Lodewijkberg,58600,2.2045196,0.11537589,3.94418,154.09079,102.18122,52.68811850000001,15.1,0.15
