,Name,Epoch,a,e,i,omega,Omega,M,H,G
5092,Svirelia,58600,2.6613956,0.16884576,12.7218,191.75234,216.04274,133.8826416,12.6,0.15
5093,Seryozha,58600,2.8420322,0.08524768,1.65402,348.65976,357.86167,276.9281692,13.1,0.15
5094,Escalante,58600,2.4313845,0.21687154,14.59164,188.15939,146.81693,138.37826940000002,13.3,0.15
5095,Luzin,58600,2.350736,0.14953004,7.24905,110.07496,323.3189,260.2161793,12.9,0.15
5096,Axford,58600,2.5969882,0.22807566,3.89721,182.50634,123.94005,227.4389248,13.3,0.15
5097,Tomsolomon,58600,2.5728083,0.07265765,9.64191,327.53654,153.17805,123.2301043,13.4,0.15
5098,Iainbanks,58600,2.4849309,0.05211093,1.18267,289.70997,81.07736,56.8763094,13.2,0.15
5099,Pasachoff,58600,2.4713099,0.13196548,7.718,37.92945,101.45319,325.7858177,13.7,0.15
5100,Akhmerov,58600,3.0040054,0.11589253,10.69845,173.8905,205.9059,174.6038064,12.4,0.15
5101,Benfranklin,58600,2.8007714,0.1938738,8.1034,53.11686,317.25195,326.6097847000001,12.7,0.15
5102,Divis,58600,2.7493394,0.01294316,4.89081,115.17097,185.757,96.0504495,13.2,0.15
5103,Skripnichenko,58600,2.6174886,0.11323507,14.32044,10.65151,198.17087,44.496682,12.0,0.15
5104,Westerhout,58600,2.5952374,0.1583126,11.66313,190.39154,226.71216,258.33193470000003,12.2,0.15
5105,Mortensen,58600,3.0178633,0.12506194,10.87088,279.9268,82.91431,186.0612594,12.2,0.15
5106,Laurenbacall,58600,3.1327535,0.08281261,9.05796,271.57097000000005,178.64754,350.1769577,12.1,0.15
5107,Lubeck,58600,2.3047205,0.10966931,6.42932,78.5706,327.43008,310.7226792,13.8,0.15
5108,Robertmiller,58600,2.2400393,0.06582174,3.57552,83.91025,146.70553,271.0876252,13.7,0.15
5109,Belgirate,58600,2.387197,0.10974261,3.81132,76.73082,313.4637,177.64595569999997,12.9,0.15
5110,Jacliff,58600,2.3552315,0.1264203,5.80432,99.53224,247.23784,280.0298502,12.7,0.15
5111,Kusaji,58600,2.1746224,0.12969216,5.76421,342.00371,62.68757,276.35874900000005,13.9,0.15
5112,Kohno,58600,2.6669609,0.22379254,31.58647,218.00073,319.70011,41.4990686,12.5,0.15
5113,Yezo,58600,2.4702875,0.01274428,4.16864,211.89971,24.34587,278.5869709,13.4,0.15
5114,Frimout,58600,3.0189717,0.13431587,8.669030000000001,97.66599,258.20451,126.9900081,12.2,0.15
5115,Korsor,58600,3.1833542,0.13031366,5.2347800000000015,39.3378,30.49407,258.1624651,11.9,0.15
5116,Mokotoyama,58600,3.0602279,0.06773121,9.76066,147.70137,22.90043,316.9267139,12.4,0.15
5117,Elnapoul,58600,2.6070327,0.21384188,12.07521,62.63275,252.39868,124.7306022,12.4,0.15
5119,Bitias,58600,5.2735106,0.11115215,25.00361,23.49728,295.9019,230.9266487,10.2,0.15
5120,Numazawa,58600,2.2303787,0.17111317,6.4534699999999985,21.01565,358.28833,113.7463629,13.0,0.15
5121,Mucha,58600,2.587496,0.20066222,12.75462,259.5712,112.86333,168.1460383,12.3,0.15
5123,Muraoka,58600,2.2644407,0.07946746,0.8764299999999999,282.04659,322.9001,219.0282731,13.7,0.15
5124,Okushiri,58600,2.4661785,0.15830532,3.8628,84.46011,23.49493,315.8416278,13.9,0.15
5125,Achaemenides,58600,5.2427723,0.02481953,29.86255,352.14515,116.49707,214.088233,10.6,0.15
5126,Bruhns,58600,2.3768961,0.15336356,6.16599,202.22547,205.10215,162.3138081,14.2,0.15
5127,Wakabayashi,58600,2.7639166,0.14679936,6.96581,123.74407,39.31366,208.5426575,12.8,0.15
5128,Groom,58600,2.3796845,0.08632971,10.35948,351.8465,167.43227,106.7638753,12.7,0.15
5129,Ilioneus,58600,5.2062755,0.01060667,15.73948,102.54559,242.53039,190.1003673,9.7,0.15
5131,Maynard,58600,2.6742537,0.11446792,11.36826,144.57868,161.6832,181.6672936,12.5,0.15
5132,Phillipadams,58600,2.7109741,0.22542619,12.01882,279.75817,87.61684,154.81749119999995,12.0,0.15
5133,Ebilson,58600,2.7902499,0.03460355,8.103589999999999,199.33095,90.31482,129.09054550000002,11.8,0.15
5134,Nibutani,58600,2.2387112,0.12815208,3.30602,230.06898,35.48072,290.10504,13.5,0.15
5135,Baggaley,58600,3.0190681,0.11386371,11.17369,287.83862,109.23896,155.3880007,12.0,0.15
5136,Frevert,58600,2.5624401,0.07317604,14.23204,24.60353,229.84497,115.1710173,13.0,0.15
5137,Gyoda,58600,3.0988982,0.16875836,0.80129,261.41139,193.62667,49.5451953,12.6,0.15
5138,Rumoi,58600,2.8542682,0.03163508,2.85055,224.99506,57.04052,87.96203659999998,12.0,0.15
5139,Kida,58600,3.1744945,0.12168229,11.46396,216.19013,163.75226,35.82009910000001,11.6,0.15
5140,Tachibana,58600,2.8733244,0.06028738,2.84747,184.30366,137.35383000000002,83.9588889,12.7,0.15
5141,Okutama,58600,2.5391747,0.27635207,6.290019999999998,192.84752,205.33522,26.5455015,12.9,0.15
5142,Heracles,58600,1.8336265,0.77210046,9.02898,227.80239,309.49018,331.9117557,14.0,0.15
5143,Achates,58600,5.1964908,0.27296761,8.912930000000003,331.41257,322.80711,248.7728847,9.0,0.15
5144,Pholus,58600,20.3927863,0.56953099,24.62976,355.04129,119.42148,108.1583765,7.1,0.15
5145,Moiwa,58600,2.743413,0.15328489,13.88501,274.23008,338.42013,271.6218902,12.7,0.15
5146,Maruyama,58600,2.6170636,0.20670488,8.31369,274.8374,346.28531,64.6712577,12.4,0.15
5147,Giordano,58600,3.1168625,0.14646621,1.12564,227.48382,346.70281,13.3633918,13.9,0.15
5148,Leibniz,58600,3.1666212,0.14094747,0.7339,102.10687,11.39081,63.8264473,12.8,0.15
5149,Fellini,58600,2.4778208,0.10598316,6.6611699999999985,120.06186,35.03196,225.0305371,13.2,0.15
5150,Weerstra,58600,3.1836018,0.20889859,0.94796,8.4185,47.77066,306.1187699,13.5,0.15
5151,Labs,58600,2.6249068,0.1784473,12.88475,38.7461,338.69978,217.8251797,13.1,0.15
5152,Gierasch,58600,2.6571722,0.17288825,12.81056,39.93219000000001,90.84024,154.111776,12.0,0.15
5153,Leonov,58600,3.0830388,0.10404469,2.87093,228.39442000000003,72.27969,133.6367945,12.6,0.15
5154,Denisyuk,58600,3.1225586,0.13500167,6.11982,236.84588,60.59836,138.63938159999998,12.4,0.15
5155,Golant,58600,2.3976686,0.18929501,5.56799,147.80075,132.72871999999998,205.5665746,13.9,0.15
5156,Hindemith,58600,3.2108542,0.14867082,0.19311,75.15120999999998,292.88,339.030251,12.5,0.15
5157,Ogarev,58600,2.4235046,0.17891508,3.14695,340.75891,34.17389,124.701734,14.4,0.15
5158,Burbine,58600,2.7868462,0.11323985,9.25092,82.85486999999998,167.16159,58.11201020000001,13.1,0.15
5159,Camoes,58600,2.4020901,0.07036174,8.292819999999999,155.94814,129.09724,8.8092112,13.4,0.15
5160,Wightman,58600,2.8466137,0.08081283,1.51813,155.58978000000005,202.13886,20.6639144,12.7,0.15
5161,Piemonte,58600,3.0179364,0.06740080000000001,11.2346,358.22631,68.06591999999999,81.1690546,11.7,0.15
5162,Vollmayr-Lee,58600,2.4673207,0.20277157,7.537339999999999,238.43278,183.58324,22.0014018,12.9,0.15
5163,Mullo,58600,3.6985144,0.49766537,19.26568,67.60863,53.76313,311.3721539,13.0,0.15
5164,Videnom,58600,2.3913605,0.16883407,3.37565,351.58894,97.63426,125.8089185,13.4,0.15
5165,Olson,58600,2.3402745,0.1059902,4.21982,64.5461,134.07997,173.3198135,13.6,0.15
5166,Joeharms,58600,2.6658442,0.20728181,14.99085,273.95429,12.10765,232.237588,12.2,0.15
5167,Jenner,58600,2.339323,0.2069113,23.48893,201.65092,339.01209,85.921153,12.7,0.15
5168,Duffell,58600,2.2605474,0.14856809,2.61254,62.11062,342.1016,180.0425184,14.0,0.15
5169,Sissons,58600,3.0248138,0.05458092,10.33886,289.46195,169.64278000000004,96.4216006,12.4,0.15
5170,Augustesen,58600,2.4244237,0.13259598,7.08528,45.78256,322.09019,118.7658261,13.3,0.15
5171,Yoshiyuki,58600,2.313149,0.16882387,4.80449,123.97698,254.63158,355.0262475,14.0,0.15
5172,Stjerneborg,58600,2.6599842,0.19337075,11.74554,329.08249,176.07862,91.9508989,13.2,0.15
5173,Okugi,58600,2.5604625,0.13445909,8.03422,352.79054,167.35554,239.5584362,13.2,0.15
5174,Ables,58600,1.9671506,0.03874018,16.84819,313.44472,234.50896,224.4820688,13.3,0.15
5175,Yoichi,58600,2.6871194,0.309958,7.70487,269.84606,93.61444,25.3311344,12.3,0.15
5176,Hugowolf,58600,2.3380046,0.13117648,2.68139,284.12077,301.1438,90.8207786,14.1,0.15
5177,Pattazhy,58600,2.2286028,0.13799686,3.98511,102.95019,322.82023,81.20064659999998,14.0,0.15
5178,Takeshima,58600,2.3106559,0.0472873,6.28426,202.78253,331.10482,188.0241218,13.6,0.15
5179,Ohno,58600,2.3920681,0.06272787,6.04481,58.76501,79.85537,100.9018789,13.5,0.15
5180,SURF,58600,2.4087584,0.13607859,3.15001,112.4508,65.54099000000001,35.0198486,13.4,0.15
5181,Bray,58600,2.5873804,0.15854303,15.86299,149.56416000000004,139.73801,61.8602673,12.5,0.15
5182,Robyn,58600,2.5681741,0.10855227,14.853370000000002,5.38826,264.25707,35.2764153,12.3,0.15
5183,Cavaille-Coll,58600,2.1563593,0.03303775,4.0003400000000005,193.97456,331.99496,188.2364809,13.7,0.15
5184,Alerossi,58600,2.6762456,0.08303246,8.37839,216.46202,216.4238,124.8912643,12.6,0.15
5185,Donalu,58600,2.5783472,0.0838785,14.87948,75.98021999999997,333.74649,293.2033962,11.9,0.15
5186,Domon,58600,2.9282288,0.07114149,3.02316,280.64264,128.91448,236.9860525,12.5,0.15
5187,Paine,58600,2.5802257,0.13705672,13.51365,282.28666,143.56433,285.0485396,13.0,0.15
5189,Fry,58600,3.1457979,0.20807533,14.09081,148.34411,312.0499200000001,3.5410428,12.0,0.15
5190,Paddack,58600,3.0098947,0.11250356,9.03692,142.61126000000004,232.90898,209.2706274,12.0,0.15
5191,Yabuki,58600,3.1914766,0.08696612,14.919579999999998,301.08185,91.12547,81.5061697,10.8,0.15
5192,Tanakawataru,58600,3.1810506,0.15773187,2.70907,17.53139,90.95979,334.5946005,11.9,0.15
5193,Bottger,58600,2.7072756,0.04462791,4.30858,100.5811,140.7494,173.941173,14.3,0.15
5194,Kaendler,58600,2.1624855,0.13131161,3.8957,130.91776000000002,210.7964,259.2555942,13.9,0.15
5195,Bustelli,58600,2.6983711,0.14071359,13.22484,113.37895,6.8202300000000005,357.1436092,12.8,0.15
5196,Rottmann,58600,3.0110867,0.11524789,11.10297,309.76413,27.80897,286.8570716,12.4,0.15
5197,Fongyunwah,58600,3.1129721,0.16285270000000002,2.10428,307.98788,150.7605,53.4550203,12.6,0.15
5198,Dortmund,58600,2.6177616,0.18095311,12.27832,342.8019,295.60391,9.3483711,12.0,0.15
5199,Pamal,58600,2.2441719,0.14425946,5.9451,208.86696,18.53496,207.5186639,14.1,0.15
5200,Ferraz-Mello,58600,3.3669833,0.45742856,3.28305,114.76899,17.45214,32.4287553,14.7,0.15
5201,Charleseliot,58600,2.4020682,0.1648,12.62094,160.88385,262.61105,195.3622035,13.2,0.15
5202,Pavarotti,58600,2.2349321,0.18421933,2.79864,12.06543,293.26517,165.6303016,13.5,0.15
5203,Herakleitos,58600,3.1350494,0.14349681,0.87011,302.27567,175.29511000000005,219.38398880000003,12.9,0.15
5204,Servian,58600,2.33828,0.04363054,6.37018,302.3918,358.25344,104.1325975,13.7,0.15
5205,Kodomonomori,58600,2.6042854,0.10132652,12.9534,133.49206,337.77897,184.4131496,13.0,0.15
5206,Hearnshaw,58600,2.5522063,0.1875019,12.76463,346.90892,319.1928200000001,149.4939116,13.5,0.15
5207,Royer,58600,2.6052181,0.04615741,15.90369,21.97916,124.54531,78.9737994,12.6,0.15
5209,Saint-Saens,58600,2.4396136,0.14960297,2.13933,74.29271999999997,0.49834,25.0157392,14.1,0.15
5210,Stevenson,58600,2.2944068,0.24433501,26.78639,185.44357,133.88249,191.53287340000003,13.3,0.15
5211,Celiacruz,58600,3.0334439,0.07632038,11.39135,229.04078,229.97964,142.38789350000005,12.2,0.15
5212,Takahashi,58600,2.9983894,0.05213519,9.49028,259.24206000000004,198.01776,295.8594642,12.3,0.15
5213,Oozora,58600,2.1880036,0.10363812,6.0694300000000005,262.68835,7.591589999999999,65.2442912,13.7,0.15
5214,Tsurui,58600,2.683257,0.15211992,14.12241,150.46017,125.21363,11.5348629,11.6,0.15
5216,Chaozhou,58600,2.3829975,0.16459662,2.92057,100.30232,124.14046,110.3985662,13.7,0.15
5217,Kutsak,58600,2.3520133,0.15384643,2.97588,89.23523,255.80927000000003,283.5587238,14.1,0.15
5218,Zemka,58600,3.1965048,0.12841301,2.03391,156.29463,55.08586,203.5657736,12.6,0.15
5219,Vika,58600,2.267974,0.20439246,5.40859,272.18702,23.44063,264.4092372,13.3,0.15
5220,Fabribudweis,58600,3.2192493,0.09682945,1.57077,228.54598,28.15897,213.92888030000003,12.5,0.15
5221,Ioffe,58600,2.7747421,0.14283505,34.54038,331.23667,220.65434,342.5306355,11.5,0.15
5222,McSween,58600,3.196206,0.17608101,16.966910000000002,19.46927,341.6790200000001,54.996447,13.1,0.15
5223,Abbe,58600,2.2454062,0.008659700000000001,7.93479,80.76688,359.42579,90.4808055,14.4,0.15
5224,Loral,58600,3.0829962,0.18637808,2.34638,283.24018,100.16866,208.9290191,12.5,0.15
5225,Pollack,58600,2.333281,0.0924344,10.4841,21.14898,67.89835,317.92859310000006,13.2,0.15
5226,Bocacara,58600,2.2908681,0.08639746,8.62594,87.77863,253.89198,141.03567080000005,13.4,0.15
5227,Maca,58600,3.1088656,0.15510681,1.27611,130.68491,195.43795,37.9881147,12.7,0.15
5228,Irurita,58600,3.1151409,0.16082699,5.72157,74.11348000000002,312.50956,45.5096497,12.6,0.15
5229,Asahina,58600,2.4005269,0.37353603,20.67323,266.25503,195.30053,164.42229630000003,13.2,0.15
5230,Verne,58600,2.6187773,0.15187793,14.92005,320.27312,91.09524,293.7263636,11.9,0.15
5231,Jordaens,58600,2.8537648,0.15657222,12.22283,97.34999,165.57834,189.8621577,12.2,0.15
5233,Sechenov,58600,2.7596808,0.16365562,35.85272,176.5757,223.2242,147.4748323,12.1,0.15
5234,Jean-Loup,58600,2.2970495,0.14219065,4.85539,30.54977,257.60891000000004,139.7669633,12.7,0.15
5235,Yoko,58600,2.3306257,0.1105048,7.403969999999998,198.71516,206.23724,347.94589019999995,13.2,0.15
